"completion_timestamp","previous_assignee","due_date","description","title","responsible_role","overridden_by","acknowledged_timestamp","event_id","override_flag","assigned_user","override_timestamp","category","progress_notes","status","order","id","created_date","updated_date","created_by_id","created_by","is_sample"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","6a1ef166ee674e9f9b805605","false","","","Checklist","","Not Acknowledged","5","6a1ef1694df8275bf5d8ba22","2026-06-02T15:06:17.585000","2026-06-02T15:06:17.585000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","6a1ef166ee674e9f9b805605","false","","","Checklist","","Not Acknowledged","4","6a1ef1693d99257481ed0185","2026-06-02T15:06:17.289000","2026-06-02T15:06:17.289000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","6a1ef166ee674e9f9b805605","false","","","Checklist","","Not Acknowledged","3","6a1ef168266d223b6ed61cbe","2026-06-02T15:06:16.923000","2026-06-02T15:06:16.923000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","6a1ef166ee674e9f9b805605","false","","","Checklist","","Not Acknowledged","2","6a1ef168ae32640f2792feae","2026-06-02T15:06:16.608000","2026-06-02T15:06:16.608000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","6a1ef166ee674e9f9b805605","false","","","Checklist","","Not Acknowledged","1","6a1ef1686081acb17c0883b5","2026-06-02T15:06:16.287000","2026-06-02T15:06:16.287000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","16","6a16e1a1e8177fd6c0c1e797","2026-05-27T12:20:49.403000","2026-05-27T12:20:49.403000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","15","6a16e1a1bd831bcd181eeead","2026-05-27T12:20:49.220000","2026-05-27T12:20:49.220000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","14","6a16e1a09e7329f5687ebdea","2026-05-27T12:20:48.934000","2026-05-27T12:20:48.934000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","13","6a16e1a0995cefa4c67e8102","2026-05-27T12:20:48.772000","2026-05-27T12:20:48.772000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","12","6a16e1a099054baf9dbc8535","2026-05-27T12:20:48.615000","2026-05-27T12:20:48.615000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","11","6a16e1a068d19f6a81954ce6","2026-05-27T12:20:48.393000","2026-05-27T12:20:48.393000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","10","6a16e1a0e64a892c2b8d2135","2026-05-27T12:20:48.115000","2026-05-27T12:20:48.115000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","9","6a16e19f0361d8646924c198","2026-05-27T12:20:47.921000","2026-05-27T12:20:47.921000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","8","6a16e19f5185cd432fc96323","2026-05-27T12:20:47.773000","2026-05-27T12:20:47.773000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","7","6a16e19f71d26ff43ebb54fe","2026-05-27T12:20:47.615000","2026-05-27T12:20:47.615000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","6","6a16e19f0fdd3fb02137af4c","2026-05-27T12:20:47.404000","2026-05-27T12:20:47.404000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","5","6a16e19faf4d5e7ff3b060c6","2026-05-27T12:20:47.245000","2026-05-27T12:20:47.245000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","4","6a16e19efd29565d7b7e898f","2026-05-27T12:20:46.976000","2026-05-27T12:20:46.976000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","3","6a16e19ec338b8438eaff4da","2026-05-27T12:20:46.818000","2026-05-27T12:20:46.818000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","2","6a16e19e1ef3257e25c837bc","2026-05-27T12:20:46.607000","2026-05-27T12:20:46.607000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","6a16e19dcee93393841551ae","false","","","Checklist","","Not Acknowledged","1","6a16e19ea19e7d36f8ba41aa","2026-05-27T12:20:46.448000","2026-05-27T12:20:46.448000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","16","6a16e12354d84bd30878f45f","2026-05-27T12:18:43.082000","2026-05-27T12:18:43.082000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","15","6a16e1226fb223f0193843be","2026-05-27T12:18:42.914000","2026-05-27T12:18:42.914000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","14","6a16e122e925c226c0ba4b1e","2026-05-27T12:18:42.698000","2026-05-27T12:18:42.698000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","13","6a16e1222aa4c821f2e713ca","2026-05-27T12:18:42.456000","2026-05-27T12:18:42.456000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","12","6a16e1222e7c680cfcea4299","2026-05-27T12:18:42.298000","2026-05-27T12:18:42.298000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","11","6a16e1227c54b79d2eb55dcc","2026-05-27T12:18:42.094000","2026-05-27T12:18:42.094000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","10","6a16e1213cfc4c404d76a911","2026-05-27T12:18:41.868000","2026-05-27T12:18:41.868000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","9","6a16e121fa9e53ba2b62c76e","2026-05-27T12:18:41.524000","2026-05-27T12:18:41.524000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","8","6a16e1211685136e4c828f30","2026-05-27T12:18:41.300000","2026-05-27T12:18:41.300000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","7","6a16e1212d3573c655c9ed3e","2026-05-27T12:18:41.065000","2026-05-27T12:18:41.065000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","6","6a16e1206dca6378ba7fad03","2026-05-27T12:18:40.851000","2026-05-27T12:18:40.851000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","5","6a16e120510d3d8b4ce38531","2026-05-27T12:18:40.699000","2026-05-27T12:18:40.699000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","4","6a16e120e58f6508dfd7f3ba","2026-05-27T12:18:40.531000","2026-05-27T12:18:40.531000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","3","6a16e120c56687429465b0b5","2026-05-27T12:18:40.366000","2026-05-27T12:18:40.366000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","2","6a16e120deabcf2e42409308","2026-05-27T12:18:40.190000","2026-05-27T12:18:40.190000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","6a16e11e4eea1091b484c2c2","false","","","Checklist","","Not Acknowledged","1","6a16e11f9b782757140e952c","2026-05-27T12:18:39.932000","2026-05-27T12:18:39.932000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","16","6a0ee6f3e4d9ac76ee4aa4f4","2026-05-21T11:05:23.511000","2026-05-21T11:05:23.511000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","15","6a0ee6f3d30f59ccc5925a91","2026-05-21T11:05:23.325000","2026-05-21T11:05:23.325000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","14","6a0ee6f314c26db631be9cfa","2026-05-21T11:05:23.050000","2026-05-21T11:05:23.050000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","13","6a0ee6f23f80401a602e9ce1","2026-05-21T11:05:22.850000","2026-05-21T11:05:22.850000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","12","6a0ee6f282cc723da6994c9b","2026-05-21T11:05:22.632000","2026-05-21T11:05:22.632000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","11","6a0ee6f2536ae43e883fe463","2026-05-21T11:05:22.407000","2026-05-21T11:05:22.407000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","10","6a0ee6f2854753b21b046adc","2026-05-21T11:05:22.259000","2026-05-21T11:05:22.259000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","9","6a0ee6f248addbda8101361e","2026-05-21T11:05:22.102000","2026-05-21T11:05:22.102000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","8","6a0ee6f155d4fcc45ae76da5","2026-05-21T11:05:21.878000","2026-05-21T11:05:21.878000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","7","6a0ee6f11306f7b448d48365","2026-05-21T11:05:21.642000","2026-05-21T11:05:21.642000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","6","6a0ee6f1b877740c06f9d352","2026-05-21T11:05:21.447000","2026-05-21T11:05:21.447000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-05-21T11:22:12.419Z","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","2026-05-21T11:22:10.666Z","6a0ee6efad56bd68d131a262","false","699c69418e04ef1c530e70c1","","Checklist","","Done","5","6a0ee6f16de1286a72240fde","2026-05-21T11:05:21.264000","2026-05-21T11:20:09.636000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-05-21T11:22:05.755Z","","","","Participation List - Link","Admin","","2026-05-21T11:22:01.634Z","6a0ee6efad56bd68d131a262","false","699c69418e04ef1c530e70c1","","Checklist","","Done","4","6a0ee6f1328ae5b0a51f0d19","2026-05-21T11:05:21.043000","2026-05-21T11:20:02.968000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","6a0ee6efad56bd68d131a262","false","","","Checklist","","Not Acknowledged","3","6a0ee6f0462b38472b1cce8c","2026-05-21T11:05:20.759000","2026-05-21T11:05:20.759000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-05-21T11:21:58.690Z","","","","Is it documented in Fareharbor?","Admin","","2026-05-21T11:21:56.626Z","6a0ee6efad56bd68d131a262","false","699c69418e04ef1c530e70c1","","Checklist","","Done","2","6a0ee6f048168fcb401d5c68","2026-05-21T11:05:20.535000","2026-05-21T11:19:55.891000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"2026-05-21T11:07:41.431Z","","","","Did we update in Sales Alert of Slack?","Admin","","2026-05-21T11:07:40.167Z","6a0ee6efad56bd68d131a262","false","699c69418e04ef1c530e70c1","","Checklist","","Done","1","6a0ee6f06afbff7db19697da","2026-05-21T11:05:20.319000","2026-05-21T11:05:38.635000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","16","6a0dc8afc0d09e168f08c2d9","2026-05-20T14:43:59.496000","2026-05-20T14:43:59.496000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","15","6a0dc8af87b804fc25ccfc32","2026-05-20T14:43:59.245000","2026-05-20T14:43:59.245000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","14","6a0dc8aefe53610552f9ce7f","2026-05-20T14:43:58.963000","2026-05-20T14:43:58.963000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","13","6a0dc8aeba4cab8e5ee8f9bc","2026-05-20T14:43:58.719000","2026-05-20T14:43:58.719000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","12","6a0dc8aefcecf12059c497d4","2026-05-20T14:43:58.530000","2026-05-20T14:43:58.530000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","11","6a0dc8ae09a8128a4c70633d","2026-05-20T14:43:58.272000","2026-05-20T14:43:58.272000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","10","6a0dc8ae3e3e97ad813cd955","2026-05-20T14:43:58.096000","2026-05-20T14:43:58.096000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","9","6a0dc8ade90f540fb4744ac3","2026-05-20T14:43:57.881000","2026-05-20T14:43:57.881000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","8","6a0dc8adb679f0de7de7c00d","2026-05-20T14:43:57.664000","2026-05-20T14:43:57.664000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","7","6a0dc8adc4ad13ba8ca84c95","2026-05-20T14:43:57.412000","2026-05-20T14:43:57.412000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","6","6a0dc8ad0a2654064bdf0509","2026-05-20T14:43:57.096000","2026-05-20T14:43:57.096000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","5","6a0dc8ac96e8cfe82cf6cba2","2026-05-20T14:43:56.821000","2026-05-20T14:43:56.821000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","4","6a0dc8acdcd99c6dadcfbcb0","2026-05-20T14:43:56.527000","2026-05-20T14:43:56.527000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","3","6a0dc8acac16e6a3d8478bf8","2026-05-20T14:43:56.330000","2026-05-20T14:43:56.330000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","2","6a0dc8ace6f58904bb7f8959","2026-05-20T14:43:56.165000","2026-05-20T14:43:56.165000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","6a0dc8aac98b79a69639e8ec","false","","","Checklist","","Not Acknowledged","1","6a0dc8ab34fd243337645cfd","2026-05-20T14:43:55.948000","2026-05-20T14:43:55.948000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","6a0c76a0009f23e0171ba780","false","","","Checklist","","Not Acknowledged","16","6a0c76a5b154dc17705f6706","2026-05-19T14:41:41.602000","2026-05-19T14:41:41.602000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","6a0c76a0009f23e0171ba780","false","","","Checklist","","Not Acknowledged","15","6a0c76a52817f025a350c7af","2026-05-19T14:41:41.421000","2026-05-19T14:41:41.421000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","6a0c76a0009f23e0171ba780","false","","","Checklist","","Not Acknowledged","14","6a0c76a541cd8f60f3588180","2026-05-19T14:41:41.189000","2026-05-19T14:41:41.189000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
